query_id,user_id,query_text,category,use_case,budget_min,budget_max,preferred_brand,primary_preference,pref_performance,pref_battery,pref_portability,pref_display,pref_camera,pref_audio,pref_gaming,pref_office,pref_connectivity,pref_quality,pref_sustainability,query_time,split
Q005990,U00369,3900元以内的显示器，轻度游戏用，要求游戏体验稳定,显示器,轻度游戏,2799,3900,极昼,gaming,0.17425,0.01422,0.01422,0.1591,0.01422,0.01422,0.43133,0.02964,0.03696,0.0976,0.01422,2026-07-17T11:40:00+10:00,validation
Q005991,U00956,12300元以内的笔记本电脑，影音娱乐用，要求性能流畅,笔记本电脑,影音娱乐,9099,12300,玄甲,performance,0.32314,0.13683,0.03546,0.20946,0.01429,0.17508,0.03845,0.02441,0.01429,0.01429,0.01429,2026-07-17T12:19:00+10:00,validation
Q005992,U02299,4000元以内的平板电脑，轻度游戏用，要求续航持久,平板电脑,轻度游戏,2599,4000,澄光,battery,0.18982,0.25574,0.03238,0.15963,0.01391,0.0287,0.18781,0.0207,0.01391,0.08347,0.01391,2026-07-17T12:44:00+10:00,validation
Q005993,U02101,想买一款笔记本电脑，平时学习办公，预算不超过10600元，比较看重轻便易携带,笔记本电脑,学习办公,6299,10600,云驰,portability,0.04047,0.168,0.37366,0.11142,0.01427,0.01427,0.03176,0.20337,0.01427,0.01427,0.01427,2026-07-17T13:19:00+10:00,validation
Q005994,U00507,想买一款平板电脑，平时内容创作，预算不超过5100元，比较看重性能流畅,平板电脑,内容创作,3099,5100,玄甲,performance,0.41556,0.03942,0.0261,0.19119,0.11968,0.02569,0.01408,0.03803,0.01408,0.10208,0.01408,2026-07-17T13:55:00+10:00,validation
Q005995,U00748,预算1500元，主要用于学习办公，希望轻便易携带，帮我推荐头戴耳机,头戴耳机,学习办公,1199,1500,森屿,portability,0.01448,0.17531,0.39342,0.10497,0.01448,0.02527,0.01448,0.19546,0.02153,0.02614,0.01448,2026-07-17T14:16:00+10:00,validation
Q005996,U01073,想买一款智能手机，平时学习办公，预算不超过3900元，比较看重连接稳定,智能手机,学习办公,2299,3900,星云,connectivity,0.02272,0.17838,0.14903,0.12446,0.02858,0.01389,0.01389,0.18747,0.25382,0.01389,0.01389,2026-07-17T14:56:00+10:00,validation
Q005997,U02269,想买一款显示器，平时差旅通勤，预算不超过1800元，比较看重连接稳定,显示器,差旅通勤,1099,1800,极昼,connectivity,0.01452,0.1869,0.19597,0.02407,0.01452,0.01452,0.02539,0.02786,0.37154,0.1102,0.01452,2026-07-17T15:10:00+10:00,validation
Q005998,U00978,预算1500元，主要用于轻度游戏，希望办公效率高，帮我推荐显示器,显示器,轻度游戏,899,1500,极昼,office,0.17469,0.01426,0.01426,0.16212,0.01426,0.01426,0.21583,0.25884,0.02325,0.09397,0.01426,2026-07-17T15:55:00+10:00,validation
Q005999,U00187,预算3300元，主要用于学习办公，希望办公效率高，帮我推荐显示器,显示器,学习办公,2099,3300,玄甲,office,0.01399,0.15385,0.13637,0.12404,0.01399,0.01399,0.03272,0.43098,0.03256,0.03353,0.01399,2026-07-17T16:19:00+10:00,validation
Q006000,U02390,想买一款智能手机，平时轻度游戏，预算不超过5100元，比较看重续航持久,智能手机,轻度游戏,3099,5100,森屿,battery,0.1809,0.25043,0.03209,0.15321,0.03835,0.01384,0.18685,0.01384,0.0336,0.08305,0.01384,2026-07-17T16:48:00+10:00,validation
Q006001,U02135,想买一款笔记本电脑，平时差旅通勤，预算不超过3700元，比较看重办公效率高,笔记本电脑,差旅通勤,2099,3700,矩阵,office,0.04078,0.21148,0.20439,0.0227,0.01444,0.01444,0.02178,0.24617,0.12274,0.08664,0.01444,2026-07-17T17:27:00+10:00,validation
Q006002,U02396,预算2300元，主要用于影音娱乐，希望轻便易携带，帮我推荐头戴耳机,头戴耳机,影音娱乐,1299,2300,矩阵,portability,0.08722,0.13814,0.26811,0.19624,0.01454,0.18873,0.01454,0.01454,0.0232,0.04021,0.01454,2026-07-17T17:48:00+10:00,validation
Q006003,U00803,1300元以内的键鼠套装，影音娱乐用，要求办公效率高,键鼠套装,影音娱乐,799,1300,矩阵,office,0.08668,0.12279,0.0389,0.19502,0.01445,0.17697,0.0206,0.26324,0.03052,0.03639,0.01445,2026-07-17T18:14:00+10:00,validation
Q006004,U00510,预算9100元，主要用于学习办公，希望性能流畅，帮我推荐笔记本电脑,笔记本电脑,学习办公,6399,9100,澄光,performance,0.26006,0.16662,0.14719,0.11265,0.0141,0.0141,0.03627,0.20674,0.0141,0.0141,0.0141,2026-07-17T18:43:00+10:00,validation
Q006005,U00622,想买一款笔记本电脑，平时差旅通勤，预算不超过7400元，比较看重办公效率高,笔记本电脑,差旅通勤,4899,7400,森屿,office,0.03149,0.20188,0.20235,0.02134,0.01455,0.01455,0.03179,0.25648,0.12369,0.08731,0.01455,2026-07-17T19:11:00+10:00,validation
Q006006,U00686,想买一款笔记本电脑，平时轻度游戏，预算不超过10300元，比较看重屏幕素质好,笔记本电脑,轻度游戏,7999,10300,玄甲,display,0.18555,0.02963,0.02899,0.37792,0.01409,0.01409,0.20454,0.03245,0.01409,0.08455,0.01409,2026-07-17T19:48:00+10:00,validation
Q006007,U00929,想买一款智能手机，平时内容创作，预算不超过5400元，比较看重连接稳定,智能手机,内容创作,4099,5400,澄光,connectivity,0.20147,0.03398,0.02607,0.18431,0.14119,0.01411,0.01411,0.01411,0.25419,0.10233,0.01411,2026-07-17T20:18:00+10:00,validation
Q006008,U02482,请推荐适合差旅通勤的笔记本电脑，预算4900元左右，优先考虑轻便易携带,笔记本电脑,差旅通勤,3099,4900,云驰,portability,0.03134,0.20334,0.4366,0.02632,0.01436,0.01436,0.02058,0.03044,0.1221,0.08619,0.01436,2026-07-17T20:57:00+10:00,validation
Q006009,U01469,请推荐适合轻度游戏的笔记本电脑，预算4000元左右，优先考虑性能流畅,笔记本电脑,轻度游戏,2599,4000,星云,performance,0.41088,0.02921,0.03198,0.16334,0.01428,0.01428,0.2002,0.02163,0.01428,0.08566,0.01428,2026-07-17T21:18:00+10:00,validation
Q006010,U01345,请推荐适合内容创作的平板电脑，预算4900元左右，优先考虑续航持久,平板电脑,内容创作,3199,4900,森屿,battery,0.21019,0.25166,0.02226,0.19328,0.11657,0.03768,0.01371,0.02778,0.01371,0.09943,0.01371,2026-07-17T21:46:00+10:00,validation
Q006011,U02233,请推荐适合影音娱乐的笔记本电脑，预算8200元左右，优先考虑性能流畅,笔记本电脑,影音娱乐,6299,8200,云驰,performance,0.31602,0.12788,0.03904,0.21535,0.01434,0.17562,0.02968,0.03908,0.01434,0.01434,0.01434,2026-07-17T22:21:00+10:00,validation
Q006012,U01599,预算1400元，主要用于差旅通勤，希望轻便易携带，帮我推荐头戴耳机,头戴耳机,差旅通勤,799,1400,星云,portability,0.01471,0.2063,0.43742,0.01471,0.01471,0.02306,0.01471,0.01471,0.13348,0.11149,0.01471,2026-07-17T22:48:00+10:00,validation
Q006013,U01911,5900元以内的平板电脑，内容创作用，要求续航持久,平板电脑,内容创作,4099,5900,玄甲,battery,0.20368,0.24693,0.03189,0.19141,0.11577,0.03843,0.01362,0.03227,0.01362,0.09875,0.01362,2026-07-17T23:28:00+10:00,validation
Q006014,U00639,5600元以内的智能手机，影音娱乐用，要求轻便易携带,智能手机,影音娱乐,3899,5600,矩阵,portability,0.09623,0.14391,0.26107,0.2013,0.03731,0.17713,0.01446,0.01446,0.02522,0.01446,0.01446,2026-07-17T23:52:00+10:00,validation
Q006015,U02201,2300元以内的头戴耳机，编程开发用，要求连接稳定,头戴耳机,编程开发,1599,2300,玄甲,connectivity,0.19435,0.11669,0.03009,0.12237,0.0144,0.0274,0.0144,0.17635,0.25276,0.03681,0.0144,2026-07-18T00:26:00+10:00,validation
Q006016,U00899,预算3300元，主要用于差旅通勤，希望性能流畅，帮我推荐平板电脑,平板电脑,差旅通勤,2099,3300,云驰,performance,0.25016,0.20113,0.21982,0.03049,0.01444,0.02396,0.01444,0.02167,0.12278,0.08667,0.01444,2026-07-18T00:55:00+10:00,validation
Q006017,U00706,预算4800元，主要用于轻度游戏，希望屏幕素质好，帮我推荐智能手机,智能手机,轻度游戏,3399,4800,岚川,display,0.18153,0.02957,0.03655,0.3852,0.02383,0.01427,0.19271,0.01427,0.02214,0.08565,0.01427,2026-07-18T01:11:00+10:00,validation
Q006018,U01135,想买一款显示器，平时学习办公，预算不超过5200元，比较看重品质可靠,显示器,学习办公,2899,5200,矩阵,quality,0.0142,0.15616,0.13841,0.12285,0.0142,0.0142,0.03774,0.20664,0.03224,0.24916,0.0142,2026-07-18T01:49:00+10:00,validation
Q006019,U01658,预算5000元，主要用于差旅通勤，希望办公效率高，帮我推荐显示器,显示器,差旅通勤,3199,5000,云驰,office,0.01504,0.19368,0.20308,0.02375,0.01504,0.01504,0.02274,0.26054,0.13351,0.10252,0.01504,2026-07-18T02:11:00+10:00,validation
Q006020,U02199,想买一款平板电脑，平时影音娱乐，预算不超过6400元，比较看重音质和降噪好,平板电脑,影音娱乐,4899,6400,玄甲,audio,0.10239,0.13724,0.0388,0.21365,0.01397,0.40205,0.01397,0.03601,0.01397,0.01397,0.01397,2026-07-18T02:49:00+10:00,validation
Q006021,U00189,2700元以内的平板电脑，差旅通勤用，要求轻便易携带,平板电脑,差旅通勤,2099,2700,澄光,portability,0.03944,0.2029,0.42961,0.02656,0.01397,0.03408,0.01397,0.02297,0.11873,0.08381,0.01397,2026-07-18T03:25:00+10:00,validation
Q006022,U00768,预算2500元，主要用于差旅通勤，希望拍照清晰，帮我推荐智能手机,智能手机,差旅通勤,1599,2500,矩阵,camera,0.03738,0.20446,0.19924,0.04003,0.24104,0.01411,0.01411,0.01411,0.13672,0.08467,0.01411,2026-07-18T03:58:00+10:00,validation
Q006023,U02219,3900元以内的平板电脑，学习办公用，要求续航持久,平板电脑,学习办公,2199,3900,澄光,battery,0.03854,0.3902,0.15813,0.11003,0.01371,0.02445,0.01371,0.21012,0.01371,0.01371,0.01371,2026-07-18T04:18:00+10:00,validation
Q006024,U01373,预算4400元，主要用于轻度游戏，希望品质可靠，帮我推荐显示器,显示器,轻度游戏,2599,4400,森屿,quality,0.17945,0.01465,0.01465,0.1608,0.01465,0.01465,0.21239,0.02602,0.02335,0.32475,0.01465,2026-07-18T04:48:00+10:00,validation
Q006025,U00315,3100元以内的头戴耳机，轻度游戏用，要求轻便易携带,头戴耳机,轻度游戏,2099,3100,澄光,portability,0.17831,0.02968,0.2481,0.14192,0.01456,0.0418,0.1965,0.01456,0.02052,0.0995,0.01456,2026-07-18T05:27:00+10:00,validation
Q006026,U01395,想买一款显示器，平时轻度游戏，预算不超过1100元，比较看重办公效率高,显示器,轻度游戏,699,1100,玄甲,office,0.17618,0.01438,0.01438,0.15267,0.01438,0.01438,0.20716,0.26425,0.02126,0.10656,0.01438,2026-07-18T05:58:00+10:00,validation
Q006027,U01356,想买一款平板电脑，平时内容创作，预算不超过5500元，比较看重性能流畅,平板电脑,内容创作,3799,5500,玄甲,performance,0.40996,0.03941,0.03412,0.18887,0.11712,0.03321,0.01378,0.03607,0.01378,0.0999,0.01378,2026-07-18T06:19:00+10:00,validation
Q006028,U02404,6000元以内的显示器，内容创作用，要求连接稳定,显示器,内容创作,3799,6000,星云,connectivity,0.193,0.0143,0.0143,0.19353,0.12152,0.0143,0.02717,0.03523,0.25378,0.11859,0.0143,2026-07-18T06:45:00+10:00,validation
Q006029,U02126,3600元以内的平板电脑，轻度游戏用，要求音质和降噪好,平板电脑,轻度游戏,2799,3600,森屿,audio,0.18501,0.03088,0.03439,0.15025,0.01425,0.24717,0.19236,0.0317,0.01425,0.08549,0.01425,2026-07-18T07:30:00+10:00,validation
Q006030,U02314,7800元以内的笔记本电脑，内容创作用，要求轻便易携带,笔记本电脑,内容创作,4699,7800,矩阵,portability,0.20422,0.02663,0.24373,0.19437,0.12132,0.01427,0.03101,0.03242,0.01427,0.10348,0.01427,2026-07-18T07:44:00+10:00,validation
Q006031,U00972,请推荐适合内容创作的笔记本电脑，预算9100元左右，优先考虑续航持久,笔记本电脑,内容创作,6399,9100,玄甲,battery,0.21302,0.2404,0.03855,0.18023,0.12014,0.01413,0.02576,0.03702,0.01413,0.10247,0.01413,2026-07-18T08:22:00+10:00,validation
Q006032,U01808,想买一款智能手机，平时学习办公，预算不超过3200元，比较看重续航持久,智能手机,学习办公,1899,3200,澄光,battery,0.02114,0.39592,0.1577,0.12279,0.02686,0.01406,0.01406,0.18978,0.02958,0.01406,0.01406,2026-07-18T09:00:00+10:00,validation
Q006033,U00317,1600元以内的头戴耳机，差旅通勤用，要求续航持久,头戴耳机,差旅通勤,1099,1600,澄光,battery,0.01478,0.43983,0.20532,0.01478,0.01478,0.02108,0.01478,0.01478,0.13683,0.10823,0.01478,2026-07-18T09:12:00+10:00,validation
Q006034,U02491,预算5300元，主要用于编程开发，希望连接稳定，帮我推荐智能手机,智能手机,编程开发,3599,5300,云驰,connectivity,0.20848,0.12012,0.02325,0.13172,0.02372,0.0146,0.0146,0.17884,0.25549,0.0146,0.0146,2026-07-18T09:42:00+10:00,validation
Q006035,U00870,预算900元，主要用于轻度游戏，希望游戏体验稳定，帮我推荐键鼠套装,键鼠套装,轻度游戏,599,900,森屿,gaming,0.17428,0.01423,0.03823,0.13871,0.01423,0.01423,0.43745,0.02377,0.02321,0.10744,0.01423,2026-07-18T10:30:00+10:00,validation
Q006036,U01470,想买一款平板电脑，平时轻度游戏，预算不超过4300元，比较看重性能流畅,平板电脑,轻度游戏,2899,4300,澄光,performance,0.40419,0.03889,0.03075,0.1479,0.01381,0.03012,0.1865,0.03731,0.01381,0.08289,0.01381,2026-07-18T10:49:00+10:00,validation
Q006037,U01621,预算6700元，主要用于影音娱乐，希望性能流畅，帮我推荐笔记本电脑,笔记本电脑,影音娱乐,5099,6700,极昼,performance,0.32116,0.128,0.03936,0.20765,0.01418,0.17373,0.03613,0.03724,0.01418,0.01418,0.01418,2026-07-18T11:20:00+10:00,validation
Q006038,U01430,想买一款键鼠套装，平时轻度游戏，预算不超过1500元，比较看重连接稳定,键鼠套装,轻度游戏,999,1500,极昼,connectivity,0.17771,0.01451,0.03626,0.14145,0.01451,0.01451,0.20612,0.03387,0.24864,0.09792,0.01451,2026-07-18T11:58:00+10:00,validation
Q006039,U00316,请推荐适合影音娱乐的笔记本电脑，预算11500元左右，优先考虑游戏体验稳定,笔记本电脑,影音娱乐,7399,11500,星云,gaming,0.10836,0.14161,0.03635,0.20059,0.01425,0.1745,0.24696,0.03464,0.01425,0.01425,0.01425,2026-07-18T12:10:00+10:00,validation
Q006040,U01057,想买一款笔记本电脑，平时轻度游戏，预算不超过6200元，比较看重续航持久,笔记本电脑,轻度游戏,3899,6200,矩阵,battery,0.19041,0.2443,0.03631,0.15833,0.01394,0.01394,0.21133,0.01995,0.01394,0.08362,0.01394,2026-07-18T12:47:00+10:00,validation
Q006041,U02329,请推荐适合轻度游戏的智能手机，预算5700元左右，优先考虑连接稳定,智能手机,轻度游戏,3099,5700,极昼,connectivity,0.19496,0.02739,0.024,0.15516,0.02244,0.01419,0.19159,0.01419,0.25674,0.08515,0.01419,2026-07-18T13:12:00+10:00,validation
Q006042,U00916,预算2900元，主要用于内容创作，希望音质和降噪好，帮我推荐平板电脑,平板电脑,内容创作,1999,2900,岚川,audio,0.20792,0.03843,0.0259,0.18406,0.11614,0.24847,0.01366,0.03905,0.01366,0.09906,0.01366,2026-07-18T13:40:00+10:00,validation
Q006043,U00151,预算5500元，主要用于学习办公，希望屏幕素质好，帮我推荐平板电脑,平板电脑,学习办公,3199,5500,极昼,display,0.01949,0.17567,0.15351,0.34888,0.01411,0.02363,0.01411,0.20827,0.01411,0.01411,0.01411,2026-07-18T14:19:00+10:00,validation
Q006044,U01862,请推荐适合差旅通勤的显示器，预算4100元左右，优先考虑办公效率高,显示器,差旅通勤,2699,4100,岚川,office,0.01432,0.18434,0.19328,0.03633,0.01432,0.01432,0.04114,0.26321,0.12849,0.09594,0.01432,2026-07-18T14:49:00+10:00,validation
Q006045,U00881,请推荐适合轻度游戏的显示器，预算3100元左右，优先考虑屏幕素质好,显示器,轻度游戏,2199,3100,森屿,display,0.17251,0.01408,0.01408,0.37582,0.01408,0.01408,0.21518,0.03725,0.02848,0.10035,0.01408,2026-07-18T15:10:00+10:00,validation
Q006046,U02199,想买一款平板电脑，平时轻度游戏，预算不超过3400元，比较看重轻便易携带,平板电脑,轻度游戏,2599,3400,玄甲,portability,0.18746,0.02235,0.24985,0.15528,0.01456,0.03192,0.19658,0.02552,0.01456,0.08737,0.01456,2026-07-18T15:56:00+10:00,validation
Q006047,U01711,想买一款显示器，平时学习办公，预算不超过2500元，比较看重品质可靠,显示器,学习办公,1499,2500,澄光,quality,0.01414,0.1555,0.13783,0.11293,0.01414,0.01414,0.02729,0.21711,0.03293,0.25988,0.01414,2026-07-18T16:20:00+10:00,validation
Q006048,U00463,预算6800元，主要用于学习办公，希望拍照清晰，帮我推荐智能手机,智能手机,学习办公,4199,6800,玄甲,camera,0.03311,0.16397,0.16296,0.12334,0.24511,0.0143,0.0143,0.19307,0.02122,0.0143,0.0143,2026-07-18T16:56:00+10:00,validation
Q006049,U01277,预算4100元，主要用于轻度游戏，希望续航持久，帮我推荐平板电脑,平板电脑,轻度游戏,2699,4100,澄光,battery,0.19633,0.24244,0.02807,0.15772,0.01398,0.03399,0.18869,0.02696,0.01398,0.08386,0.01398,2026-07-18T17:25:00+10:00,validation
Q006050,U00690,7300元以内的笔记本电脑，差旅通勤用，要求续航持久,笔记本电脑,差旅通勤,5099,7300,极昼,battery,0.02795,0.41501,0.20149,0.03822,0.01422,0.01422,0.04004,0.02843,0.12088,0.08533,0.01422,2026-07-18T17:49:00+10:00,validation
Q006051,U01412,1500元以内的键鼠套装，内容创作用，要求轻便易携带,键鼠套装,内容创作,899,1500,澄光,portability,0.19284,0.01428,0.25954,0.17499,0.12142,0.01428,0.02256,0.02412,0.03659,0.12509,0.01428,2026-07-18T18:21:00+10:00,validation
Q006052,U02467,1300元以内的键鼠套装，轻度游戏用，要求游戏体验稳定,键鼠套装,轻度游戏,699,1300,澄光,gaming,0.17371,0.01418,0.03831,0.13826,0.01418,0.01418,0.42938,0.03416,0.03821,0.09125,0.01418,2026-07-18T18:48:00+10:00,validation
Q006053,U02347,想买一款头戴耳机，平时差旅通勤，预算不超过1200元，比较看重续航持久,头戴耳机,差旅通勤,699,1200,森屿,battery,0.01464,0.43093,0.2109,0.01464,0.01464,0.02747,0.01464,0.01464,0.13143,0.11145,0.01464,2026-07-18T19:11:00+10:00,validation
Q006054,U00049,4600元以内的笔记本电脑，学习办公用，要求性能流畅,笔记本电脑,学习办公,2699,4600,岚川,performance,0.25322,0.1773,0.15221,0.11784,0.01403,0.01403,0.03421,0.19509,0.01403,0.01403,0.01403,2026-07-18T19:59:00+10:00,validation
Q006055,U02174,预算9800元，主要用于影音娱乐，希望游戏体验稳定，帮我推荐笔记本电脑,笔记本电脑,影音娱乐,6499,9800,星云,gaming,0.0995,0.14525,0.02664,0.2052,0.01462,0.17905,0.25242,0.03348,0.01462,0.01462,0.01462,2026-07-18T20:25:00+10:00,validation
Q006056,U02126,请推荐适合差旅通勤的智能手机，预算4800元左右，优先考虑轻便易携带,智能手机,差旅通勤,3399,4800,森屿,portability,0.0245,0.19383,0.43887,0.03472,0.02548,0.01436,0.01436,0.01436,0.13905,0.08614,0.01436,2026-07-18T20:50:00+10:00,validation
Q006057,U01283,6100元以内的智能手机，差旅通勤用，要求轻便易携带,智能手机,差旅通勤,4299,6100,玄甲,portability,0.02874,0.19986,0.44467,0.0273,0.02393,0.01458,0.01458,0.01458,0.12972,0.08747,0.01458,2026-07-18T21:30:00+10:00,validation
Q006058,U00334,预算1100元，主要用于编程开发，希望轻便易携带，帮我推荐头戴耳机,头戴耳机,编程开发,699,1100,森屿,portability,0.19602,0.11095,0.24917,0.12342,0.01452,0.02516,0.01452,0.17787,0.03812,0.03572,0.01452,2026-07-18T21:58:00+10:00,validation
Q006059,U01317,想买一款头戴耳机，平时轻度游戏，预算不超过1500元，比较看重音质和降噪好,头戴耳机,轻度游戏,899,1500,星云,audio,0.17343,0.03156,0.0405,0.13804,0.01416,0.24104,0.19113,0.01416,0.03464,0.10718,0.01416,2026-07-18T22:23:00+10:00,validation
Q006060,U00364,预算8000元，主要用于轻度游戏，希望性能流畅，帮我推荐笔记本电脑,笔记本电脑,轻度游戏,5499,8000,矩阵,performance,0.41413,0.02415,0.02263,0.16409,0.01465,0.01465,0.20332,0.02515,0.01465,0.08792,0.01465,2026-07-18T22:50:00+10:00,validation
Q006061,U00048,预算3400元，主要用于轻度游戏，希望续航持久，帮我推荐智能手机,智能手机,轻度游戏,2199,3400,云驰,battery,0.18226,0.24792,0.03354,0.14562,0.0331,0.01421,0.19178,0.01421,0.03793,0.08523,0.01421,2026-07-18T23:23:00+10:00,validation
Q006062,U01265,预算5800元，主要用于影音娱乐，希望续航持久，帮我推荐智能手机,智能手机,影音娱乐,4199,5800,岚川,battery,0.10904,0.35971,0.03071,0.20147,0.03255,0.17096,0.01396,0.01396,0.03975,0.01396,0.01396,2026-07-18T23:43:00+10:00,validation
Q006063,U02105,请推荐适合编程开发的笔记本电脑，预算9400元左右，优先考虑游戏体验稳定,笔记本电脑,编程开发,5399,9400,澄光,gaming,0.20866,0.11761,0.02543,0.13347,0.01415,0.01415,0.24944,0.19462,0.01415,0.01415,0.01415,2026-07-19T00:17:00+10:00,validation
Q006064,U02383,请推荐适合影音娱乐的头戴耳机，预算2400元左右，优先考虑音质和降噪好,头戴耳机,影音娱乐,1799,2400,岚川,audio,0.08561,0.14623,0.02919,0.19262,0.01427,0.42014,0.01427,0.01427,0.03143,0.03772,0.01427,2026-07-19T00:56:00+10:00,validation
Q006065,U00833,预算3000元，主要用于编程开发，希望音质和降噪好，帮我推荐头戴耳机,头戴耳机,编程开发,1899,3000,森屿,audio,0.19498,0.13,0.03176,0.12276,0.01444,0.25672,0.01444,0.17693,0.02257,0.02094,0.01444,2026-07-19T01:10:00+10:00,validation
Q006066,U01266,请推荐适合影音娱乐的智能手机，预算9000元左右，优先考虑性能流畅,智能手机,影音娱乐,6299,9000,岚川,performance,0.32878,0.13581,0.03259,0.21164,0.02666,0.18081,0.01476,0.01476,0.02467,0.01476,0.01476,2026-07-19T01:42:00+10:00,validation
Q006067,U01479,4300元以内的智能手机，影音娱乐用，要求续航持久,智能手机,影音娱乐,2999,4300,玄甲,battery,0.10114,0.36311,0.02732,0.20484,0.03171,0.17529,0.01431,0.01431,0.03934,0.01431,0.01431,2026-07-19T02:25:00+10:00,validation
Q006068,U00369,想买一款智能手机，平时轻度游戏，预算不超过5700元，比较看重连接稳定,智能手机,轻度游戏,3199,5700,极昼,connectivity,0.19531,0.02373,0.03515,0.14364,0.03175,0.01411,0.19048,0.01411,0.25295,0.08466,0.01411,2026-07-19T02:44:00+10:00,validation
Q006069,U00607,5100元以内的平板电脑，编程开发用，要求音质和降噪好,平板电脑,编程开发,2899,5100,玄甲,audio,0.20671,0.11795,0.03421,0.12724,0.01419,0.24868,0.01419,0.19424,0.01419,0.01419,0.01419,2026-07-19T03:22:00+10:00,validation
Q006070,U00613,请推荐适合学习办公的显示器，预算4100元左右，优先考虑屏幕素质好,显示器,学习办公,2899,4100,极昼,display,0.0145,0.15945,0.14133,0.34808,0.0145,0.0145,0.0244,0.20611,0.02099,0.04165,0.0145,2026-07-19T03:53:00+10:00,validation
Q006071,U01014,请推荐适合影音娱乐的笔记本电脑，预算8400元左右，优先考虑屏幕素质好,笔记本电脑,影音娱乐,4999,8400,岚川,display,0.10249,0.13482,0.03895,0.43236,0.01438,0.17615,0.0224,0.03531,0.01438,0.01438,0.01438,2026-07-19T04:15:00+10:00,validation
Q006072,U02408,预算4500元，主要用于学习办公，希望续航持久，帮我推荐智能手机,智能手机,学习办公,2799,4500,矩阵,battery,0.03684,0.37786,0.15876,0.11933,0.03867,0.01391,0.01391,0.1878,0.02509,0.01391,0.01391,2026-07-19T04:43:00+10:00,validation
Q006073,U02005,2100元以内的头戴耳机，学习办公用，要求轻便易携带,头戴耳机,学习办公,1499,2100,澄光,portability,0.01476,0.16797,0.38438,0.10701,0.01476,0.02553,0.01476,0.19926,0.03109,0.02572,0.01476,2026-07-19T05:30:00+10:00,validation
Q006074,U02197,7200元以内的智能手机，编程开发用，要求轻便易携带,智能手机,编程开发,5199,7200,森屿,portability,0.21157,0.11135,0.24841,0.12985,0.03771,0.01435,0.01435,0.17578,0.02795,0.01435,0.01435,2026-07-19T05:47:00+10:00,validation
Q006075,U01818,请推荐适合编程开发的平板电脑，预算2500元左右，优先考虑音质和降噪好,平板电脑,编程开发,1599,2500,玄甲,audio,0.21549,0.11244,0.02312,0.13996,0.01414,0.25207,0.01414,0.18619,0.01414,0.01414,0.01414,2026-07-19T06:28:00+10:00,validation
Q006076,U00464,请推荐适合内容创作的笔记本电脑，预算4200元左右，优先考虑续航持久,笔记本电脑,内容创作,2899,4200,云驰,battery,0.20327,0.25804,0.0256,0.18905,0.12296,0.01447,0.02049,0.03232,0.01447,0.10488,0.01447,2026-07-19T06:58:00+10:00,validation
Q006077,U02370,预算5800元，主要用于差旅通勤，希望连接稳定，帮我推荐智能手机,智能手机,差旅通勤,4099,5800,玄甲,connectivity,0.03673,0.19507,0.2031,0.02952,0.0288,0.01429,0.01429,0.01429,0.36393,0.08572,0.01429,2026-07-19T07:19:00+10:00,validation
Q006078,U02355,5300元以内的笔记本电脑，轻度游戏用，要求办公效率高,笔记本电脑,轻度游戏,3899,5300,星云,office,0.19689,0.0297,0.02894,0.14517,0.01404,0.01404,0.19997,0.25892,0.01404,0.08426,0.01404,2026-07-19T07:44:00+10:00,validation
Q006079,U01482,预算2400元，主要用于内容创作，希望轻便易携带，帮我推荐头戴耳机,头戴耳机,内容创作,1799,2400,极昼,portability,0.19255,0.03863,0.25343,0.17472,0.12123,0.03551,0.01426,0.01426,0.02345,0.1177,0.01426,2026-07-19T08:13:00+10:00,validation
Q006080,U02072,想买一款头戴耳机，平时编程开发，预算不超过2200元，比较看重轻便易携带,头戴耳机,编程开发,1599,2200,澄光,portability,0.19186,0.12347,0.24716,0.1208,0.01421,0.0359,0.01421,0.17409,0.02555,0.03853,0.01421,2026-07-19T08:58:00+10:00,validation
Q006081,U01332,请推荐适合学习办公的笔记本电脑，预算9000元左右，优先考虑性能流畅,笔记本电脑,学习办公,5499,9000,澄光,performance,0.24171,0.17803,0.15616,0.11137,0.01389,0.01389,0.03449,0.2088,0.01389,0.01389,0.01389,2026-07-19T09:19:00+10:00,validation
Q006082,U01080,请推荐适合内容创作的笔记本电脑，预算10700元左右，优先考虑屏幕素质好,笔记本电脑,内容创作,6199,10700,云驰,display,0.2053,0.02966,0.03946,0.40572,0.12035,0.01416,0.02883,0.02555,0.01416,0.10265,0.01416,2026-07-19T09:46:00+10:00,validation
Q006083,U01523,预算2700元，主要用于学习办公，希望屏幕素质好，帮我推荐显示器,显示器,学习办公,1499,2700,云驰,display,0.01444,0.15885,0.1408,0.35045,0.01444,0.01444,0.03391,0.20697,0.02613,0.02512,0.01444,2026-07-19T10:20:00+10:00,validation
Q006084,U00711,500元以内的键鼠套装，影音娱乐用，要求游戏体验稳定,键鼠套装,影音娱乐,399,500,玄甲,gaming,0.08778,0.12435,0.03487,0.1975,0.01463,0.17921,0.26962,0.02922,0.02348,0.02471,0.01463,2026-07-19T10:40:00+10:00,validation
Q006085,U00155,9900元以内的笔记本电脑，内容创作用，要求性能流畅,笔记本电脑,内容创作,6399,9900,极昼,performance,0.41772,0.03206,0.03081,0.19086,0.11519,0.01355,0.03569,0.03878,0.01355,0.09825,0.01355,2026-07-19T11:10:00+10:00,validation
